5;6;5;5;5;5;5;5;5;5
5;6;5;6;6;5;5;5;5;5
6;7;6;6;6;6;6;5;6;6
7;7;6;6;6;6;6;6;6;6
6;7;7;6;7;6;5;6;7;6
6;7;6;7;7;6;6;6;7;6
15;16;15;16;14;14;13;15;14;13
16;16;16;16;16;15;15;16;16;14
1704;1681;1699;1691;1720;1715;1737;1762;1714;1707
1717;1688;1717;1736;1739;1740;1743;1777;1728;1710
10121;11357;10091;11019;10135;10090;10130;10088;10104;10145
10251;11562;10203;11390;10259;10195;10263;10197;10246;10193
17375;19574;17411;19403;17382;17305;17393;17301;17372;17417
17423;19608;17500;19494;17443;17342;17446;17415;17433;17487
22241;25040;22296;24764;22264;22189;22282;22206;22273;22327
22395;25213;22451;24943;22417;22349;22467;22363;22431;22484
