5;6;5;6;6;5;6;6;6;6
5;6;6;6;6;6;6;6;6;6
5;6;6;7;6;6;7;6;6;6
6;6;6;7;7;6;7;7;7;7
6;7;7;7;7;7;7;7;7;7
6;7;7;7;7;7;7;7;7;7
75;76;82;76;75;83;71;70;69;70
81;86;93;81;76;93;92;75;77;76
3612;3647;3655;3616;3694;3693;3737;3635;3633;3612
3703;3726;3748;3735;3770;3776;3826;3716;3739;3690
14267;14316;14367;14208;14529;14552;14754;16020;14334;14186
14309;14350;14394;14275;14594;14590;14875;16033;14392;14256
21975;22071;22956;21875;22363;22215;24317;25866;22012;21911
22023;22179;23036;22002;22453;22293;24399;25994;22154;22026
22173;22337;23204;22159;22609;22450;24554;26274;22306;22186
