5;5;4;4;5;5;5;4;4;5
5;5;5;5;5;5;6;5;5;5
6;6;5;5;5;6;6;5;5;6
6;6;6;5;6;6;6;6;5;6
7;6;6;6;6;7;7;7;7;6
7;7;7;7;7;7;7;7;7;7
551;579;576;561;550;561;575;578;585;613
570;599;587;583;579;581;641;618;611;635
6411;6519;6571;6500;6324;6402;6554;6449;6448;6677
6495;6607;6637;6580;6408;6494;6622;6545;6516;6778
14962;15066;16320;15047;14790;15064;15279;14959;14971;15194
15042;15120;16390;15115;14902;15105;15320;15018;15015;15285
20417;20484;22100;20491;20285;20497;20704;20406;20381;20636
20544;20612;22235;20615;20413;20624;20842;20535;20512;20774
