5;5;5;4;5;5;5;5;5;5
6;6;5;5;5;5;6;5;5;6
6;6;5;5;5;5;6;6;6;6
6;6;6;5;6;5;6;5;6;6
7;6;6;6;6;6;6;6;6;6
7;6;6;6;6;6;6;7;6;7
16;14;15;14;14;15;16;15;14;14
16;16;15;14;16;16;16;16;16;14
1579;1608;1692;1606;1601;1641;1561;1614;1603;1645
1592;1613;1755;1611;1637;1641;1597;1650;1605;1656
10337;9489;9786;9495;9608;9670;9964;9694;9566;9698
10500;9569;9868;9579;9737;9772;10042;9824;9677;9807
17173;16148;16413;16121;16292;16344;16774;16446;16218;16388
17203;16229;16485;16204;16366;16432;16808;16506;16306;16438
21969;20874;21231;20823;21065;21069;21482;21199;20963;21091
22121;21017;21373;20972;21216;21225;21633;21344;21107;21241
