5776;5745;5681;5697;4958;5820;5809;5880;5919;5904
5823;5769;5707;6025;5381;5859;5885;5888;5946;5949
5835;5943;5834;6128;5450;6011;6007;6024;5989;5957
5949;5958;5897;6319;5624;6078;6009;6037;6071;6017
6353;6183;6350;6391;5717;6225;6437;6417;6481;6356
6552;6607;6572;6523;6025;6691;6662;6614;6708;6664
6588;6650;6624;6557;6034;6752;6699;6679;6709;6695
6630;6672;6652;6625;6172;6759;6721;6685;6763;6707
6694;6700;6675;6630;6342;6812;6737;6723;6774;6719
6705;6715;6718;6642;6873;6852;6779;6733;6832;6760
6729;6743;6720;6707;7096;6952;6787;6745;6951;6839
7010;7014;6989;6801;7242;7327;7120;7112;7205;7121
7221;7298;7252;6959;7439;7450;7272;7354;7383;7287
7313;7342;7285;7082;7440;7546;7432;7404;7459;7292
7367;7393;7322;7525;7876;7575;7442;7454;7479;7417
7596;7659;7569;7693;8634;7829;7643;7723;7639;7695
7754;7813;7725;7853;8786;7981;7798;7887;7795;7857
