4197;4115;4745;5035;5983;4196;4158;4729;4108;4457
4404;5008;5780;5575;6047;4415;4371;4944;4336;4521
4720;6103;6027;5839;6493;4731;4704;5049;4666;5673
6264;6288;6040;5910;6622;6357;6302;5087;6254;6033
6656;6603;6204;6713;6633;6755;6688;5946;6658;6486
6849;6703;6368;6720;6657;6867;6896;6273;6823;6763
6916;6753;6555;6871;6709;7014;6944;6625;6925;6905
7266;6910;6560;7054;7049;7344;7291;6848;7183;6956
7381;7270;6882;7057;7096;7348;7331;7184;7291;7088
7453;7313;6952;7179;7139;7480;7420;7204;7346;7178
7528;7548;7049;7554;7199;7566;7525;7290;7493;7213
7701;7768;7643;7585;7289;7717;7708;7336;7599;7352
7748;7791;7703;7724;7376;7831;7802;7392;7783;7626
7956;8099;7905;7775;7605;7956;7945;7870;7865;8543
8605;8374;9152;8400;7837;8630;8605;9472;8601;8568
8757;8530;9306;8554;7992;8779;8766;9624;8761;8714
