4778;4837;4959;4780;4882;4879;5449;4975;4952;4932
4838;4857;5015;4923;4945;5030;5813;5080;4981;5003
5999;5984;6226;6021;6151;6195;6458;6228;6252;6215
6026;6097;6256;6067;6228;6233;6670;6253;6267;6315
6604;6684;6823;6683;6838;6729;6900;6915;6919;6896
7430;7524;7643;7566;7689;7668;7125;7831;7801;7712
7618;7659;7850;7670;7739;7866;7425;7956;7994;7904
7725;7779;7957;7760;7872;7923;7761;7990;8011;7923
7810;7925;8127;7946;8084;8079;8039;8223;8186;8160
8157;8207;8380;8236;8306;8332;8161;8389;8394;8470
8351;8299;8477;8302;8426;8456;8498;8442;8602;8508
8352;8337;8547;8448;8503;8525;8555;8692;8635;8655
9238;9265;9444;9301;9406;9384;8893;9535;9399;9516
9394;9422;9592;9460;9564;9542;9045;9689;9554;9672
