6702;6768;6703;6775;7207;7347;7414;8236;7408;7106
8286;8431;8335;8422;7749;8556;8179;8618;8084;8019
8454;8548;8543;8497;8633;8981;8194;8694;8583;8290
8579;8636;8632;8542;8882;9009;8271;8832;9153;8368
9016;8909;8975;9087;9018;9509;9254;8973;9194;8936
9127;9282;9193;9139;9248;9543;9604;9073;9590;9345
9195;9283;9212;9371;9643;9570;9619;10454;9607;9406
10157;10266;10228;10173;10141;9687;9890;10502;9929;9436
10719;10858;10799;10908;10499;9850;10942;10514;10053;11069
10892;10992;10897;11069;10714;10974;11248;10559;11076;11590
11051;11149;11059;11227;10872;11129;11407;10722;11233;11747
