4827;4896;4931;4317;5092;4937;4890;4873;4924;5009
5186;5205;5180;4929;5133;5281;5271;5348;5341;5267
5673;5283;5587;5662;5516;5713;5740;5412;5722;5775
5710;5392;5760;5712;5588;5830;5791;5506;5896;5869
5806;5421;5888;5778;5697;5903;5859;5607;5896;5916
6007;5731;6107;5832;6036;6120;6213;5730;6144;6116
6099;5907;6208;6051;6421;6293;6219;6347;6292;6261
6188;5973;6208;6349;6474;6334;6332;6377;6398;6358
6203;6538;6295;6435;6521;6423;6351;6402;6446;6416
6375;6708;6460;6982;6739;6480;6568;6861;6640;6572
6745;7227;6831;7470;6875;6885;6955;7164;6932;6830
6829;7406;6997;7553;7321;6942;6976;7352;7094;7013
6951;7522;7124;7667;7441;7065;7108;7474;7225;7132
