3540;3616;3608;3621;3658;3689;3647;4071;3661;3651
4595;4628;4676;4709;4681;4736;4705;5209;4689;4738
4596;4734;4681;4721;4698;4750;4753;5319;4704;4739
5036;5157;5169;5125;5131;5181;5137;5464;5160;5171
5399;5424;5450;5499;5475;5490;5513;5518;5503;5442
5946;6019;5983;6039;6004;6081;6054;5829;6038;6029
6106;6184;6192;6249;6212;6283;6339;6065;6244;6210
6466;6531;6523;6620;6528;6585;6590;6275;6569;6585
6759;6766;6815;6883;6770;6845;6889;6557;6860;6831
6973;7004;7027;7080;7027;7053;7175;6593;7027;7092
7177;7270;7242;7294;7320;7360;7332;7383;7340;7305
7245;7287;7290;7397;7329;7360;7373;7552;7357;7322
7798;7835;7909;7923;7905;7996;7923;8039;7924;7959
7923;7963;8035;8050;8031;8125;8049;8167;8048;8081
