4155;3977;3789;4152;5030;4410;4228;4365;4241;4292
5225;4187;4732;5244;5283;5089;5376;4754;5397;5313
5421;4266;4966;5715;5336;5436;5557;5361;5629;5589
5439;5233;5201;5771;5424;5655;5651;5476;5743;5775
5477;5685;5389;5793;5699;5673;5666;5633;5752;5809
5573;5839;5584;5794;5772;5707;5667;5904;5787;5818
5864;6110;5823;6097;5841;5739;6105;6067;6173;6182
6045;6189;6027;6211;6323;6158;6126;6343;6275;6233
6166;6393;6653;6307;6358;6272;6274;6449;6364;6387
6504;6680;6664;6829;6545;6761;6751;6909;6848;6845
6826;7701;8033;7027;6584;7187;7040;6939;7030;7092
6934;7805;8138;7138;6687;7298;7143;7043;7152;7201
