4256;4365;4055;4489;3898;4531;4431;4334;4438;4256
4692;4605;4257;4716;4753;4805;4892;4660;4802;5148
5184;5190;4820;5230;5093;5276;5233;5184;5247;5327
5217;5248;4959;5423;5514;5298;5497;5499;5361;5375
5453;5562;5208;5484;5611;5518;5627;5659;5619;5567
5585;5574;5353;5743;5641;5625;5786;5733;5712;5606
5629;5632;5917;5798;5872;5729;5981;5736;5720;5616
5634;5735;6252;5814;6006;5790;6002;5832;5868;6234
6417;6471;6438;6656;6385;6467;6814;6597;6573;6367
6436;6539;7203;6656;6652;6681;6839;6648;6651;6582
6535;6641;7298;6761;6751;6785;6936;6748;6747;6679
