4313;4270;4263;4216;4910;4705;4230;5031;5001;4256
4664;4592;4540;4538;6571;5193;4545;5468;5456;4615
4904;4826;4816;4763;7265;5558;4833;5873;5826;4841
6663;6548;6463;6525;8036;8004;6535;8178;8139;6578
6866;6778;6723;6698;8265;8199;6729;8476;8444;6786
7177;7072;6983;6957;8268;8650;7019;8896;8871;7094
7208;7151;7107;7103;8338;8878;7108;8939;8976;7217
7357;7238;7148;7130;8849;8900;7124;9082;9026;7341
7396;7325;7319;7226;8960;9012;7276;9210;9250;7438
7410;7339;7334;7258;9540;9115;7277;9237;9255;7542
7673;7643;7543;7514;9674;9430;7622;9710;9566;7943
7719;7646;7601;7557;10062;9495;7638;9746;9644;7956
7871;7758;7736;7815;10315;9738;7788;9894;9836;8182
7917;7791;7772;7837;10478;9762;7892;9968;9880;8186
8750;8739;8681;8719;10814;10735;8852;10951;10908;9191
8902;8903;8863;8887;11001;10892;9014;11112;11061;9367
